user_id;USA;EU;ASIA;antiguedad;canciones_por_dia;generos_por_dia;dispositivos;proporcion_horas_de_trabajo;busquedas_por_dia;proporcion_canciones_de_moda;se_hizo_premium_0_1
1297;0;0;0;93;11;1;2;0;1;0.063582931;0
1298;0;0;0;230;35;2;2;0.666168207;4;0.022172431;0
1299;0;0;0;214;37;2;2;0;8;0.017729068;0
1300;0;0;0;229;34;2;4;0;20;0.001578758;0
1301;0;0;0;2;18;2;3;0;0;0.033803173;0
1302;0;0;0;48;37;2;2;0.50057847;1;0.01853236;0
1303;0;0;0;7;47;3;3;0.968148773;9;0.011855329;0
1304;0;0;0;57;26;2;3;0;0;0.020014754;0
1305;0;0;0;230;52;4;5;0;15;0.010836926;0
1306;0;0;0;188;17;1;1;0;11;0.014385702;0
1307;0;0;0;145;26;2;3;0.090484112;17;0.028388616;0
1308;0;0;0;134;27;3;1;0.837997873;8;0.032297423;1
1309;0;0;0;54;47;3;1;0;17;0.014426661;0
1310;0;0;0;3;45;2;3;0.48518412;3;0.016288447;0
1311;0;0;0;21;49;3;1;0;0;0.005844451;0
1312;0;0;0;14;62;4;3;0;4;0.006483439;0
1313;0;0;0;27;85;6;1;0.954336375;17;0.000966121;1
1314;0;0;0;42;14;2;1;0;0;0.0166338;0
1315;0;0;0;201;27;3;5;0;5;0.035448781;0
1316;0;0;0;228;23;3;2;0;14;0.00828035;0
1317;0;0;0;212;22;2;3;0;10;0.041195949;0
1318;0;0;0;18;50;3;1;0;14;0.000350538;0
1319;0;0;0;205;27;2;5;0.082579327;15;0.03600137;0
1320;0;0;0;225;30;3;1;0;11;0.029546955;0
1321;0;0;0;142;26;1;1;0;0;0.035235298;0
1322;0;0;0;149;69;4;5;0;7;0.013716409;0
1323;0;0;0;134;22;1;1;0;0;0.026945749;0
1324;0;0;0;230;38;2;3;0;3;0.022145568;0
1325;0;0;0;102;36;3;1;0;0;0.018880933;0
1326;0;0;0;9;15;2;3;0;15;0.064805678;0
1327;0;0;0;37;36;3;3;0;17;0.010730341;0
1328;0;0;0;62;32;3;2;0;19;0.001803283;0
1329;0;0;0;153;25;3;3;0.19665714;1;0.016153856;0
1330;0;0;0;131;25;3;1;0;20;0.003389113;0
1331;0;0;0;133;40;2;1;0;19;0.007434988;0
1332;0;0;0;102;93;5;5;0;7;4.54411E-07;0
1333;0;0;0;140;56;3;3;0;16;0.014839524;0
1334;0;0;0;24;25;1;2;0;0;0.006618443;0
1335;0;0;0;8;52;4;1;0;0;0.008452567;0
1336;0;0;0;96;28;3;3;0;2;0.020832734;0
1337;0;0;0;167;68;4;3;0;20;0.008925892;1
1338;0;0;0;27;25;2;3;0;0;0.022025239;0
1339;0;0;0;134;58;4;1;0;6;0.013808355;0
1340;0;0;0;97;32;3;1;0;18;0.00629255;0
1341;0;0;0;51;35;3;1;0;18;0.01079679;0
1342;0;0;0;173;22;3;2;0;0;0.009462326;0
1343;0;0;0;151;53;4;2;0;6;0.003800244;0
1344;0;0;0;237;20;2;3;0;4;0.000386916;0
1345;0;0;0;84;44;3;2;0.18907593;5;0.005079369;0
1346;0;0;0;230;33;2;1;0;0;0.001561174;0
1347;0;0;0;209;58;4;5;0.872683647;0;0.006257847;1
1348;0;0;0;47;44;3;2;0;16;0.008113121;0
1349;0;0;0;187;16;2;6;0;0;0.041332753;0
1350;0;0;0;86;48;3;1;0;3;0.003815658;0
1351;0;0;0;145;61;4;4;0.269732881;0;0.016138146;0
1352;0;0;0;19;34;3;2;0;17;0.025213538;0
1353;0;0;0;28;42;3;1;0;10;0.015096902;0
1354;0;0;0;77;45;3;3;0;0;0.015751706;0
1355;0;0;0;173;55;4;2;0;6;0.015416451;0
1356;0;0;0;19;19;1;2;0;20;0.024096942;0
1357;0;0;0;75;63;4;1;0;14;0.012217203;0
1358;0;0;0;45;11;1;1;0;15;0.064572923;0
1359;0;0;0;208;65;5;1;0.3404387;4;0.004348065;0
1360;0;0;0;35;83;5;3;0;7;0.002932132;0
1361;0;0;0;208;22;2;2;0.203603515;13;0.044041971;0
1362;0;0;0;55;61;4;3;0;5;0.009712414;0
1363;0;0;0;50;33;2;2;0.094198276;7;0.001769948;0
1364;0;0;0;171;56;4;2;0.817955493;0;0.013686161;0
1365;0;0;0;208;32;2;7;0;0;0.016069118;0
1366;0;0;0;40;28;3;2;0.070275082;1;0.016205459;0
1367;0;0;0;83;91;6;3;0;0;0.001362225;0
1368;0;0;0;179;26;2;3;0;18;0.012909931;0
1369;0;0;0;77;21;3;3;0;18;0.022409036;0
1370;0;0;0;161;42;3;2;0;16;0.01257119;0
1371;0;0;0;34;17;3;1;0.441805819;0;0.032597067;0
1372;0;0;0;83;66;5;1;0.332838608;18;0.000401417;0
1373;0;0;0;149;22;2;1;0.286118455;0;0.00999845;0
1374;0;0;0;162;26;2;3;0;18;0.004956841;0
1375;0;0;0;16;33;2;2;0;9;0.002712021;0
1376;0;0;0;65;41;4;3;0.916272603;12;0.016215781;1
1377;0;0;0;46;19;2;3;0;11;0.037122073;0
1378;0;0;0;44;28;3;1;0;7;0.023377339;0
1379;0;0;0;117;9;2;1;0;4;0.008175221;0
1380;0;0;0;197;62;5;7;0.590207863;11;0.014306129;1
1381;0;0;0;59;22;1;3;0;9;0.007677046;0
1382;0;0;0;52;28;2;1;0;5;0.01191741;0
1383;0;0;0;111;35;4;2;0.915107717;0;0.022384397;0
1384;0;0;0;39;77;5;3;0;9;0.009834958;0
1385;0;0;0;238;44;2;3;0;14;0.022310997;0
1386;0;0;0;50;61;4;3;0.916213318;17;0.002041682;1
1387;0;0;0;140;37;3;1;0;0;0.006965147;0
1388;0;0;0;63;27;3;2;0;0;0.033180205;0
1389;0;0;0;3;43;3;3;0.263704003;1;0.0123147;0
1390;0;0;0;92;79;6;1;0;14;0.010349309;0
1391;0;0;0;38;67;5;3;0;3;0.013760503;0
1392;0;0;0;143;24;2;2;0;19;0.014387243;0
1393;0;0;0;108;53;4;3;0.42804418;6;0.016897641;0
1394;0;0;0;156;33;2;3;0.233537391;16;0.027315481;1
1395;0;0;0;96;90;6;3;0;1;0.002918974;0
1396;0;0;0;200;33;2;2;0.158115164;14;0.017911313;0
1397;0;0;0;165;26;2;2;0;7;0.028688575;0
1398;0;0;0;103;46;4;3;0;1;0.018376593;0
1399;0;0;0;30;59;5;2;0.84567848;16;0.005676141;1
1400;0;0;0;228;30;3;6;0;3;0.026209321;0
1401;0;0;0;122;29;3;3;0.554753928;0;0.034436954;0
1402;0;0;0;48;43;2;2;0.589516285;7;0.02168601;0
1403;0;0;0;43;44;3;2;0.295337917;2;0.017907604;0
1404;0;0;0;18;32;3;1;0;3;0.011822895;0
1405;0;0;0;134;81;4;3;0.143902924;17;0.008530768;0
1406;0;0;0;126;69;5;2;0;5;0.013072618;0
1407;0;0;0;141;34;2;3;0;6;0.018895425;0
1408;0;0;0;10;94;6;1;0.973623707;14;0.002653754;1
1409;0;0;0;39;25;1;2;0;9;0.017035323;0
1410;0;0;0;76;95;6;3;0.25908698;0;0.004813048;0
1411;0;0;0;192;46;3;1;0;15;0.019720604;0
1412;0;0;0;209;56;4;1;0.804198415;1;0.009561537;0
1413;0;0;0;63;23;2;2;0;0;0.018037475;0
1414;0;0;0;41;39;4;1;0.242005473;16;0.00635752;0
1415;0;0;0;220;40;3;3;0;16;0.007999403;0
1416;0;0;0;88;60;3;3;0.756601182;16;0.013337126;1
1417;0;0;0;165;41;2;3;0;12;0.011239984;0
1418;0;0;0;89;60;4;1;0;0;0.015524491;0
1419;0;0;0;201;56;4;1;0.841148635;0;0.00628502;0
1420;0;0;0;93;38;3;1;0.788055172;10;0.011227055;0
1421;0;0;0;88;70;4;1;0.832095969;0;0.013231985;0
1422;0;0;0;192;24;2;2;0;5;0.038124249;0
1423;0;0;0;153;24;3;1;0;0;0.005530496;0
1424;0;0;0;117;74;5;1;0;19;0.012713187;0
1425;0;0;0;51;43;3;1;0;5;0.018341671;0
1426;0;0;0;81;23;2;2;0;13;0.004073961;0
1427;0;0;0;72;24;1;2;0;11;0.000505012;0
1428;0;0;0;188;38;3;1;0;20;0.003275626;0
1429;0;0;0;69;38;3;1;0;17;0.015515978;0
1430;0;0;0;82;42;2;1;0;16;0.011553033;0
1431;0;0;0;143;40;3;2;0.310946457;7;0.010713578;0
1432;0;0;0;102;39;4;2;0;5;0.013859247;0
1433;0;0;0;233;16;2;1;0;4;0.029332209;0
1434;0;0;0;177;32;3;4;0.770169908;10;0.005952485;1
1435;0;0;0;14;50;3;3;0.890790473;17;0.001051034;1
1436;0;0;0;226;75;4;2;0;6;0.010520743;0
1437;0;0;0;60;91;5;3;0.464832976;9;0.004991196;0
1438;0;0;0;51;60;4;1;0.192491133;0;0.008603965;0
1439;0;0;0;131;19;3;5;0;0;0.019633323;0
1440;0;0;0;145;51;4;2;0;0;0.016038405;0
1441;0;0;0;156;21;2;2;0;0;0.004881609;0
1442;0;0;0;106;22;1;3;0;0;0.004938498;0
1443;0;0;0;121;26;3;3;0.737130279;0;0.032558714;0
1444;0;0;0;91;68;4;3;0;0;0.007820793;0
1445;0;0;0;86;71;4;3;0;10;0.001951887;0
1446;0;0;0;107;56;4;1;0;5;0.011718435;0
1447;0;0;0;54;42;4;3;0.460486154;0;0.008923074;0
1448;0;0;0;160;35;3;1;0;17;0.018688398;0
1449;0;0;0;180;28;3;1;0;16;0.016645199;0
1450;0;0;0;46;53;3;1;0.593462243;13;0.002574213;0
1451;0;0;0;129;23;3;1;0;19;0.042415644;0
1452;0;0;0;240;85;5;3;0;0;0.00861427;0
1453;0;0;0;92;23;2;2;0;6;0.007185416;0
1454;0;0;0;71;34;3;1;0;14;0.018293974;0
1455;0;0;0;122;32;3;3;0;20;0.006905705;0
1456;0;0;0;64;82;5;3;0;18;0.005394283;0
1457;0;0;0;147;43;3;2;0;0;0.021581542;0
1458;0;0;0;130;39;3;2;0.447345904;13;0.018327602;0
1459;0;0;0;236;45;4;3;0.097917293;4;0.005279377;0
1460;0;0;0;19;21;3;2;0;12;0.027968083;0
1461;0;0;0;105;59;3;2;0.967300493;11;0.000154615;1
1462;0;0;0;219;14;2;5;0.415185991;14;0.020428063;1
1463;0;0;0;210;29;3;2;0.180833829;0;0.00268961;0
1464;0;0;0;99;27;2;1;0;13;0.024309357;0
1465;0;0;0;61;35;2;1;0;7;0.026897501;0
1466;0;0;0;109;29;1;3;0;7;0.003090093;0
1467;0;0;0;6;65;3;3;0.330327966;10;0.015243712;0
1468;0;0;0;79;28;2;2;0;5;0.004657339;0
1469;0;0;0;203;24;2;1;0;20;0.012896263;0
1470;0;0;0;203;27;2;3;0;1;0.03509735;0
1471;0;0;0;6;52;4;3;0.408888784;16;0.012139641;0
1472;0;0;0;96;15;1;3;0;18;0.023062747;0
1473;0;0;0;82;21;2;1;0;2;0.036975894;0
1474;0;0;0;233;55;3;1;0;18;0.007910609;0
1475;0;0;0;233;26;2;3;0;0;0.007912176;0
1476;0;0;0;151;32;2;2;0.273011454;0;0.014356496;0
1477;0;0;0;14;51;3;1;0;20;0.006523539;0
1478;0;0;0;17;30;2;3;0;4;0.028036018;0
1479;0;0;0;57;55;4;2;0.157831475;16;0.012234722;0
1480;0;0;0;219;30;3;3;0;1;0.000977352;0
1481;0;0;0;87;17;2;2;0;0;0.053154973;0
1482;0;0;0;64;32;2;1;0;19;0.020892527;0
1483;0;0;0;0;50;4;1;0;8;0.018087785;0
1484;0;0;0;78;25;3;2;0.388439843;0;0.014274823;0
1485;0;0;0;161;53;5;1;0.619000813;10;0.011763856;1
1486;0;0;0;187;49;4;1;0;18;0.007968329;0
1487;0;0;0;3;31;3;1;0;6;0.015735995;0
1488;0;0;0;148;21;3;1;0;16;0.008315959;0
1489;0;0;0;52;34;2;2;0;0;0.004269626;0
1490;0;0;0;196;66;5;1;0;17;0.01153451;0
1491;0;0;0;142;59;4;1;0;15;0.01491211;0
1492;0;0;0;205;56;4;1;0;5;0.014684753;0
1493;0;0;0;147;31;3;3;0.211779434;7;0.010971115;0
1494;0;0;0;191;34;2;2;0;18;0.025468845;0
1495;0;0;0;130;27;3;3;0;20;0.018611656;0
1496;0;0;0;128;84;4;2;0;20;0.007510496;0
1497;0;0;0;144;28;2;2;0;8;0.007605513;0
1498;0;0;0;192;29;2;3;0;9;0.030733366;0
1499;0;0;0;91;33;2;2;0;11;0.018297129;0
1500;0;0;0;227;3;1;1;0;0;0.051204515;0
1501;0;0;0;124;50;4;3;0.664664394;13;0.013682353;1
1502;0;0;0;22;22;3;2;0.434055805;18;0.020922237;0
1503;0;0;0;152;17;2;2;0.033222479;17;0.031618495;0
1504;0;0;0;10;65;4;3;0.712536375;20;0.01443735;1
1505;0;0;0;3;31;3;1;0.562900771;2;0.029569804;0
1506;0;0;0;222;81;5;1;0.309154538;14;0.001001499;0
1507;0;0;0;212;48;3;3;0;8;0.007463251;0
1508;0;0;0;18;32;3;3;0.547894179;0;0.014592275;0
1509;0;0;0;183;10;1;3;0;6;0.006724822;0
1510;0;0;0;44;18;2;3;0;18;0.021056169;0
1511;0;0;0;109;26;2;1;0;10;0.021116323;0
1512;0;0;0;190;29;2;1;0;12;0.012431579;0
1513;0;0;0;163;22;3;1;0.053840914;10;0.03695929;0
1514;0;0;0;227;28;3;3;0;9;0.035566784;0
1515;0;0;0;192;62;3;3;0.681531354;17;0.011232413;1
1516;0;0;0;225;28;3;4;0.016370808;0;0.007759517;0
1517;0;0;0;66;34;4;3;0;0;0.020376527;0
1518;0;0;0;128;18;1;1;0;13;0.03480814;0
1519;0;0;0;58;13;1;1;0;5;0.002135716;0
1520;0;0;0;67;24;3;1;0;3;0.010031965;0
1521;0;0;0;12;19;3;3;0;15;0.041529038;0
1522;0;0;0;181;57;4;6;0;7;0.007783048;0
1523;0;0;0;223;17;2;3;0.622885149;0;0.048776681;0
1524;0;0;0;211;39;3;2;0.530837231;19;0.004651313;1
1525;0;0;0;9;34;3;2;0.768004324;0;0.010355756;0
1526;0;0;0;63;24;2;1;0.441310989;1;0.023443207;0
1527;0;0;0;91;18;3;2;0.170082364;5;0.03889603;0
1528;0;0;0;82;16;2;2;0.049736995;14;0.045118289;0
1529;0;0;0;184;59;4;1;0;11;0.015959806;0
1530;0;0;0;179;49;3;1;0;13;0.006539122;0
1531;0;0;0;132;39;3;5;0;14;0.009500821;0
1532;0;0;0;69;70;4;1;0.904085083;4;0.010271467;0
1533;0;0;0;208;63;3;1;0.748462906;12;0.008003818;1
1534;0;0;0;144;7;1;1;0;0;0.132022047;0
1535;0;0;0;191;25;3;3;0;14;0.010222664;0
1536;0;0;0;56;11;1;2;0;4;0.010074552;0
1537;0;0;0;77;62;4;2;0;13;0.013285893;0
1538;0;0;0;20;55;4;1;0;1;0.013108714;0
1539;0;0;0;38;57;4;1;0.293022583;17;0.016129865;0
1540;0;0;0;17;66;3;3;0;0;0.004307126;0
1541;0;0;0;27;25;2;3;0;0;0.005399789;0
1542;0;0;0;196;42;4;4;0.321973971;19;0.005268408;1
1543;0;0;0;148;82;4;3;0;4;0.001276648;0
1544;0;0;0;89;39;3;3;0.259660596;0;0.009333146;0
1545;0;0;0;100;70;4;3;0.580656704;2;0.00407863;0
1546;0;0;0;63;38;2;2;0;19;0.007375742;0
1547;0;0;0;32;86;6;2;0;5;0.007774206;0
1548;0;0;0;104;75;5;3;0;0;0.002216391;0
1549;0;0;0;141;22;2;3;0;16;0.025838464;0
1550;0;0;0;86;33;4;2;0;0;0.012086119;0
1551;0;0;0;236;26;2;3;0;10;0.007565959;0
1552;0;0;0;203;48;3;2;0;7;0.010905618;0
1553;0;0;0;46;22;3;2;0;8;0.028872316;0
1554;0;0;0;143;30;2;5;0;10;0.025185105;0
1555;0;0;0;101;56;4;3;0;9;0.003413814;0
1556;0;0;0;134;42;3;3;0;15;0.021830526;0
1557;0;0;0;95;33;3;2;0;8;0.016461816;0
1558;0;0;0;92;33;4;3;0.285605728;0;0.013182214;0
1559;0;0;0;70;45;3;2;0;13;0.02195298;0
1560;0;0;0;15;98;5;3;0.929370296;4;0.001639871;0
1561;0;0;0;106;30;2;2;0;1;0.030728649;0
1562;0;0;0;11;39;3;2;0;20;0.018287438;0
1563;0;0;0;144;26;3;7;0.670808926;9;0.0275631;1
1564;0;0;0;195;56;3;2;0;0;0.016453305;0
1565;0;0;0;44;41;3;2;0;12;0.003359362;0
1566;0;0;0;49;16;1;1;0;18;0.0437779;0
1567;0;0;0;5;33;3;1;0.870611939;19;0.027247011;1
1568;0;0;0;66;44;3;2;0.938147152;6;0.02061542;0
1569;0;0;0;93;25;3;1;0.379872901;0;0.021162666;0
1570;0;0;0;62;24;2;2;0;16;0.039681101;0
1571;0;0;0;175;42;3;2;0;2;0.00057585;0
1572;0;0;0;18;59;4;2;0;0;0.00165096;0
1573;0;0;0;191;31;3;3;0;18;0.013963416;0
1574;0;0;0;58;43;4;3;0;0;0.019110609;0
1575;0;0;0;122;32;3;2;0.626934824;0;0.004217521;0
1576;0;0;0;102;61;4;2;0.937753986;15;0.004646353;1
1577;0;0;0;233;36;2;3;0;0;0.018579184;0
1578;0;0;0;147;59;3;3;0;19;0.013881721;0
1579;0;0;0;79;46;4;2;0.183846797;1;0.00566907;0
1580;0;0;0;110;56;4;1;0;14;0.0065555;0
1581;0;0;0;125;31;3;1;0;7;0.010984221;0
1582;0;0;0;163;38;2;1;0;11;0.025179026;0
1583;0;0;0;76;50;4;1;0.287140743;6;0.01306114;0
1584;0;0;0;174;16;2;3;0;3;0.025182269;0
1585;0;0;0;84;65;4;1;0;11;0.007376002;0
1586;0;0;0;89;28;2;1;0;15;0.020601989;0
1587;0;0;0;149;87;5;1;0;13;0.002975957;0
1588;0;0;0;68;31;3;3;0.12501582;11;0.028089253;0
1589;0;0;0;149;18;1;2;0;11;0.051857844;0
1590;0;0;0;94;19;3;1;0.195181598;0;0.016215486;0
1591;0;0;0;130;64;4;5;0;2;0.014413708;0
1592;0;0;0;179;19;1;3;0;0;0.011594872;0
1593;0;0;0;44;94;5;2;0.6988856;11;0.010275341;0
1594;0;0;0;76;33;2;1;0.277041028;11;0.025322852;0
1595;0;0;0;110;40;2;3;0;0;0.012566784;0
1596;0;0;0;124;47;3;3;0.342347106;6;0.014802038;0
1597;0;0;0;120;40;3;1;0.548491655;10;0.021315853;0
1598;0;0;0;239;52;3;3;0.978988092;17;0.01032195;1
1599;0;0;0;162;77;4;3;0;15;0.007620576;0
1600;0;0;0;161;6;2;1;0;16;0.099253485;0
1601;0;0;0;69;61;4;3;0.093710049;13;0.006825599;0
1602;0;0;0;26;28;2;3;0;12;0.027713611;0
1603;0;0;0;216;24;3;3;0.114027664;3;0.005895458;0
1604;0;0;0;149;47;4;3;0;13;0.006037931;0
1605;0;0;0;118;79;5;3;0.553245321;0;0.00315106;0
1606;0;0;0;90;49;3;3;0.111931058;0;0.006079043;0
1607;0;0;0;123;68;5;3;0.229010848;2;0.012661192;0
1608;0;0;0;146;44;4;3;0.550192754;2;0.012136964;0
1609;0;0;0;28;44;3;3;0;12;0.013223144;0
1610;0;0;0;57;30;3;1;0;10;0.01785241;0
1611;0;0;0;159;62;4;5;0.579530561;7;0.001911266;1
1612;0;0;0;229;29;3;1;0;16;0.020281412;0
1613;0;0;0;45;33;3;2;0.801431314;15;0.024606858;1
1614;0;0;0;143;22;3;4;0;15;0.008760062;0
1615;0;0;0;46;25;2;2;0;19;0.038002109;0
1616;0;0;0;71;22;1;3;0;17;0.024504745;0
1617;0;0;0;94;62;5;1;0;0;0.013951908;0
1618;0;0;0;1;28;2;3;0.674510629;17;0.017596166;0
1619;0;0;0;33;25;3;1;0;0;0.002065853;0
1620;0;0;0;155;41;3;2;0;6;0.005805327;0
1621;0;0;0;43;18;1;1;0;15;0.054298558;0
1622;0;0;0;5;22;1;1;0;0;0.010441292;0
1623;0;0;0;63;37;4;2;0.864502739;17;0.002840827;1
1624;0;0;0;9;50;4;3;0.965023851;18;0.006454426;1
1625;0;0;0;47;62;5;1;0;20;0.008835324;0
1626;0;0;0;218;55;4;1;0;0;0.001889988;0
1627;0;0;0;205;46;4;1;0;15;0.019637814;0
1628;0;0;0;187;25;3;3;0;16;0.027618664;0
1629;0;0;0;130;47;3;1;0;16;0.012497091;0
1630;0;0;0;113;33;4;2;0.416445955;18;0.021714951;1
1631;0;0;0;11;22;3;1;0.001554772;9;0.014820601;0
1632;0;0;0;102;80;6;6;0.399684855;11;0.003795822;0
1633;0;0;0;201;74;6;5;0;3;0.009821818;0
1634;0;0;0;181;39;3;1;0;8;0.005589473;0
1635;0;0;0;125;23;3;5;0;6;0.01728842;0
1636;0;0;0;103;47;4;1;0.807165194;4;0.017772345;0
1637;0;0;0;113;55;4;1;0;10;0.00649775;0
1638;0;0;0;212;41;3;1;0;4;0.017878024;0
1639;0;0;0;32;57;5;1;0.198540541;5;0.007442531;0
1640;0;0;0;101;23;3;3;0;17;0.026672886;0
1641;0;0;0;37;60;3;1;0;4;0.015014107;0
1642;0;0;0;95;49;3;3;0;16;0.012655271;0
1643;0;0;0;49;55;5;3;0.992649791;9;0.013100649;1
1644;0;0;0;89;60;3;2;0.894096665;0;0.015518173;0
1645;0;0;0;138;31;2;3;0;7;0.011122308;0
1646;0;0;0;149;17;1;3;0;8;0.016072498;0
1647;0;0;0;54;57;3;1;0;15;0.012890565;0
1648;0;0;0;48;106;7;3;0.866366994;10;0.001794795;1
1649;0;0;0;132;59;5;2;0;12;0.011253136;0
1650;0;0;0;204;92;5;1;0;16;0.006119384;0
1651;0;0;0;80;86;6;1;0;2;0.004042309;0
1652;0;0;0;54;19;1;2;0;8;0.021833937;0
1653;0;0;0;58;32;3;1;0;17;0.005005271;0
1654;0;0;0;212;43;4;3;0.979243377;5;0.020125348;1
1655;0;0;0;49;29;2;2;0.182425788;4;0.008665353;0
1656;0;0;0;162;11;1;2;0;14;0.057668297;0
1657;0;0;0;181;33;4;3;0;17;0.021705626;0
1658;0;0;0;224;38;4;3;0.559276588;4;0.011143679;0
1659;0;0;0;148;45;3;5;0;3;0.007313065;0
1660;0;0;0;237;35;3;5;0;18;0.015158829;0
1661;0;0;0;133;17;1;1;0;10;0.018967274;0
1662;0;0;0;42;21;2;2;0;11;0.006500733;0
1663;0;0;0;130;19;1;3;0;0;0.051312471;0
1664;0;0;0;43;42;2;1;0.527225538;10;0.016457654;0
1665;0;0;0;178;26;1;7;0;1;0.032363036;0
1666;0;0;0;152;29;3;2;0.340207508;11;0.029506135;0
1667;0;0;0;197;37;3;3;0;19;0.023620671;0
1668;0;0;0;76;45;3;1;0.496463133;3;0.016570193;0
1669;0;0;0;63;25;2;2;0;13;0.005976995;0
1670;0;0;0;227;57;4;2;0.54356385;9;0.016194632;0
1671;0;0;0;139;27;1;1;0;1;0.010467774;0
1672;0;0;0;124;35;3;3;0;13;0.004794206;0
1673;0;0;0;120;56;4;3;0.574424418;2;0.006848472;0
1674;0;0;0;114;24;3;5;0;4;0.013917841;0
1675;0;0;0;212;31;2;3;0;0;0.002521226;0
1676;0;0;0;94;17;1;1;0;1;0.016255824;0
1677;0;0;0;230;19;2;5;0;15;0.045493912;0
1678;0;0;0;120;31;2;3;0;19;0.017553316;0
1679;0;0;0;43;18;2;3;0;0;0.019270112;0
1680;0;0;0;98;41;4;2;0.941286777;0;0.020674692;0
1681;0;0;0;103;23;2;6;0;15;0.02475527;0
1682;0;0;0;225;47;4;2;0;8;0.008209965;0
1683;0;0;0;67;20;1;3;0;7;0.020590462;0
1684;0;0;0;179;36;4;3;0;4;0.011229067;0
1685;0;0;0;165;27;3;2;0.342141477;0;0.024808265;0
1686;0;0;0;10;57;4;3;0.876313751;5;0.014134193;0
1687;0;0;0;145;61;3;3;0;8;0.008487734;0
1688;0;0;0;198;72;4;1;0.25622875;6;0.000347406;0
1689;0;0;0;29;26;3;3;0;13;0.020836985;0
1690;0;0;0;38;42;4;1;0.546944337;13;0.021490484;0
1691;0;0;0;190;37;3;2;0;0;0.014898368;0
1692;0;0;0;212;24;1;1;0;3;0.003121741;0
1693;0;0;0;51;20;2;1;0;0;0.045918597;0
1694;0;0;0;56;41;4;1;0;4;0.01146864;0
1695;0;0;0;12;24;2;2;0;13;0.010791814;0
1696;0;0;0;235;71;5;1;0;18;0.008145935;0
1697;0;0;0;184;44;4;2;0.283571971;10;0.022398027;0
1698;0;0;0;70;26;3;3;0;14;0.019009118;0
1699;0;0;0;172;25;2;2;0;3;0.029655236;0
1700;0;0;0;6;39;3;1;0;7;0.006129038;0
1701;0;0;0;163;51;4;3;0;0;0.003506748;0
1702;0;0;0;160;35;3;7;0;15;0.015326059;1
1703;0;0;0;127;56;4;2;0;0;0.013893527;0
1704;0;0;0;32;23;2;1;0;0;0.032441224;0
1705;0;0;0;147;25;3;2;0.086369549;0;0.024544373;0
1706;0;0;0;147;23;2;1;0.288289083;9;0.042505423;0
1707;0;0;0;130;34;2;3;0.329745318;20;0.01488288;1
1708;0;0;0;7;28;3;2;0;4;0.006608452;0
1709;0;0;0;128;58;4;1;0;8;0.015076115;0
1710;0;0;0;164;92;6;3;0.909926665;0;0.006459688;1
1711;0;0;0;227;40;2;5;0;14;0.024315893;0
1712;0;0;0;53;29;3;2;0.894574058;0;0.003261015;0
1713;0;0;0;204;29;2;1;0;9;0.012825993;0
1714;0;0;0;179;37;2;2;0.793782301;12;0.012187802;1
1715;0;0;0;150;29;2;3;0;0;0.008234351;0
1716;0;0;0;126;52;4;5;0;12;0.002204947;0
1717;0;0;0;61;53;4;2;0;0;0.006078299;0
1718;0;0;0;91;63;4;3;0;6;0.008344187;0
1719;0;0;0;109;31;3;3;0;7;0.001798227;0
1720;0;0;0;46;24;3;3;0;4;0.002284435;0
1721;0;0;0;181;19;2;4;0;0;0.003003068;0
1722;0;0;0;30;41;2;2;0;9;0.006512914;0
1723;0;0;0;167;48;4;2;0.620325645;0;0.017920728;0
1724;0;0;0;35;80;5;1;0.962827953;0;0.010764684;0
1725;0;0;0;127;68;5;1;0.143893731;13;0.009174206;0
1726;0;0;0;4;68;4;3;0;7;0.01360278;0
1727;0;0;0;33;50;4;2;0.485757514;1;0.001144528;0
1728;0;0;0;58;11;2;2;0;7;0.056007061;0
1729;0;0;0;152;42;2;3;0;18;0.005468905;0
1730;0;0;0;66;55;4;2;0;0;0.005460268;0
1731;0;0;0;149;20;2;4;0;4;0.035448237;0
1732;0;0;0;122;25;2;3;0.7391082;1;0.015814215;0
1733;0;0;0;210;39;3;1;0.040075224;12;0.009485584;0
1734;0;0;0;54;60;3;2;0.780090722;3;0.00273123;0
1735;0;0;0;44;33;2;1;0.439545902;14;0.014019201;0
1736;0;0;0;216;64;3;3;0.625118699;14;0.012618759;1
1737;0;0;0;196;46;3;2;0;10;0.006942585;0
1738;0;0;0;205;38;3;2;0.444769224;16;0.012976309;1
1739;0;0;0;84;79;5;1;0.445606059;4;0.01122181;0
1740;0;0;0;75;47;3;2;0;8;0.01465682;0
1741;0;0;0;187;84;5;2;0;19;0.004548662;1
1742;0;0;0;78;25;2;2;0.189177799;17;0.012592982;0
1743;0;0;0;133;23;3;3;0;19;0.010830351;0
1744;0;0;0;83;86;5;3;0;0;0.001987462;0
1745;0;0;0;229;52;5;2;0;20;0.012740873;0
1746;0;0;0;189;31;3;1;0;17;0.031223999;0
1747;0;0;0;77;69;4;3;0.583313807;0;0.005727385;0
1748;0;0;0;192;74;5;2;0.948437901;15;0.013246326;1
1749;0;0;0;88;47;3;3;0.154446413;5;0.009779542;0
1750;0;0;0;38;66;3;1;0;16;0.001785627;0
1751;0;0;0;156;60;3;3;0;19;0.001814751;0
1752;0;0;0;149;45;3;1;0;10;0.002697674;0
1753;0;0;0;170;77;5;6;0;0;0.006321795;0
1754;0;0;0;66;65;5;2;0.38994945;1;0.001265838;0
